index,adoptionStatusCd,age,animalSeq,classification,fileNm,filePath,foundPlace,gender,gu,hairColor,hitCnt,memo,modDtTm,regDtTm,regId,rescueDate,species,weight
1803,6,1년령(추정),40993,1,22-1-108.jpg,202207/20220708025449682.jpg,판암주공 2단지 담벼락 인근,2,1,황색,340,목줄 및 리드줄 착용 & 홍역음성(5/10) & 파보음성(5/10) & 코로나음성(5/10) & 수양성설사(6/5) & 파보음성(6/5) &코로나음성(6/5),2022-08-19,2022-05-10,22-1-108,2022-05-09,믹스,14.3kg
1804,6,2년령(추정),40992,1,22-1-107.jpg,202207/20220712044550710.jpg,가양남로62번길 39 인근,2,1,흑백색,1646,수컷(중성화수술 10/27) & 목줄착용 & 귀끝 각질 다량 & 일부 탈모 & 홍역음성(5/10) & 파보음성(5/10) 코로나음성(5/10) & 파보음성(6/17) & 코로나음성(6/17) & 파보음성(6/27) & 코로나음성(6/27) & 심장사상충양성(7/1) & 좌측눈및귀상처(10/13),2022-12-07,2022-05-10,22-1-107,2022-05-09,믹스,7.5kg
1805,7,1년령(추정),40991,1,22-5-093.jpg,202205/20220510105400802.jpg,석봉동 엑슬루동물병원 주변,1,5,백색,2,목줄 및 리드줄 착용,2022-05-10,2022-05-10,22-5-093,2022-05-09,믹스,5kg(추정)
1806,7,10년령(추정),40990,1,22-3-126.jpg,202205/20220510100358936.jpg,월평동 223인근,2,3,황백색,3,공격성 & 칩존재,2022-05-10,2022-05-10,22-3-126,2022-05-09,믹스,5kg(추정)
1807,4,5년령(추정),40989,1,22-2-102.jpg,202205/20220510024454186.jpg,오류동 서대전역 주변,2,2,백색,915,겁많음 & 치석 많은 편 & 편측 잠복고환 & 홍역음성(5/10) & 파보음성(5/10) & 코로나음성(5/10),2022-05-28,2022-05-10,22-2-102,2022-05-09,말티즈,3kg
1808,4,6개월령(추정),40988,3,22-5-092.jpg,202205/20220510024903071.jpg,법동 보람아파트 주변,1,5,황색,670,둔부 국소적 탈모 & 진드기 관찰,2022-06-08,2022-05-10,22-5-092,2022-05-09,토끼,0.67kg
1809,7,3년령(추정),40987,1,22-5-091.jpg,202205/20220510095913174.jpg,송촌동 동춘당공원 주변,2,5,백색,28,중성화 수,2022-05-10,2022-05-10,22-5-091,2022-05-09,말티즈,3kg(추정)
1810,5,2년령(추정),40986,2,22-3-125.jpg,202205/20220509011834251.jpg,가수원 450-4 인근,2,3,황백색,3,폐사체 인계,2022-05-09,2022-05-09,22-3-125,2022-05-08,코리안숏헤어,3.8kg(추정)
1811,7,3년령(추정),40985,1,22-1-103.jpg,202205/20220516024032909.jpg,판암주공 1단지 인근,1,1,황백색,679,옷착용 & 치석약간 & 좌측 상악 절치 유치 잔존 & 양측 슬개골 탈구 & 홍역음성(5/16) & 파보음성(5/16) & 코로나음성(5/16),2022-06-05,2022-05-09,22-1-103,2022-05-06,믹스,5.4kg
1812,4,3년령(추정),40984,2,22-5-090.jpg,202205/20220509051023587.jpg,중리동 영진로얄@ 105동 주변,2,5,회색,879,중성화 수 & 약간비만 & 목덜미 둥근 탈모흔적 & 양측 후지 패드 상처 및 출혈 & 파보음성(5/9),2022-05-21,2022-05-09,22-5-090,2022-05-08,러시안블루,4.88kg
1813,4,3년령(추정),40983,1,22-5-089.jpg,202205/20220509050353886.jpg,대화동 280-4번지 주변,2,5,흑색,436,부정교합(언더) & 치석약간 & 미용 & 전신 곳곳 상처(미용상처 추정) & 전신 진드기 다수 & 양측 외이염 & 양측 슬개골 탈구 & 홍역음성(5/9) & 파보음성(5/9) & 코로나음성(5/9),2022-05-21,2022-05-09,22-5-089,2022-05-07,믹스,5.64kg
1814,7,3년령(추정),40982,1,22-2-101.jpg,202205/20220509113838173.jpg,옥계동 옥계교 주변,1,2,흑백색,38,*동물등록 입소개체(입양불가)* 칩존재 & 목줄 및 리드줄 착용,2022-05-09,2022-05-09,22-2-101,2022-05-09,믹스,15kg(추정)
1815,7,3년령(추정),40981,1,22-2-100.jpg,202205/20220509113736556.jpg,옥계동 옥계교 주변,2,2,흑백색,32,목줄착용,2022-05-09,2022-05-09,22-2-100,2022-05-09,믹스,15kg(추정)
1816,7,3년령(추정),40980,1,22-2-099.jpg,202205/20220509050109124.jpg,문화동 한밭도서관 주변,2,2,황백색,140,교통사고 & 경계심 & 좌측 후지 발족 상처 및 출혈 & 좌측 하악 머즐부위 상처 및 출혈 & 편측 잠복고환 & 양측 슬개골 탈구 & 양안 화농성눈곱 & 홍역음성(5/9) & 파보음성(5/9) & 코로나음성(5/9),2022-05-12,2022-05-09,22-2-099,2022-05-07,믹스,4.43kg
1817,7,1년령(추정),40979,1,22-4-110.jpg,202205/20220509113601752.jpg,학의로60번길 124주변,1,4,황백색,2,칩존재,2022-05-09,2022-05-09,22-4-110,2022-05-08,허스키,18kg(추정)
1818,4,2년령(추정),40978,2,22-4-109.jpg,202208/20220824105530535.jpg,도안대로549번길 60 앞길 주변,2,4,황백색,2783,중성화 수(5/26) & 전신탈모 & 등 전반 피부열상 및 딱지 & 콧잔등 상처 & 파보음성(5/9) & 양측후지발적(5/30) & 파보음성(6/3) & 파보음성(6/11) & 후지 발적 호전(8/25),2022-08-28,2022-05-09,22-4-109,2022-05-08,페르시안,4.26kg
1819,7,3년령(추정),40977,1,22-4-108.jpg,202205/20220509113438543.jpg,관평동 한화꿈에그린@ 10단지 1005동 주변,2,4,백색,2,미용,2022-05-09,2022-05-09,22-4-108,2022-05-08,말티즈,4kg(추정)
1820,7,7년령(추정),40976,1,22-4-107.jpg,202205/20220509045523574.jpg,궁동로 36 유성중앙교회 주변,1,4,백색,698,신고자입양희망 & 부정교합(언더) & 치석심함 & 구취 & 잇몸염증 & 양안 수정체 핵경화 & 양측 슬개골 탈구 & 눈물자국 & 지간 핥음 착색 심함 & 양측 외이염 & 홍역음성(5/9) & 파보음성(5/9) & 코로나음성(5/9) & 혈뇨(5/13),2022-05-18,2022-05-09,22-4-107,2022-05-07,말티즈,2.98kg
1821,4,1년령(추정),40975,3,22-4-106.jpg,202205/20220509051427778.jpg,진잠근린공원 주변,2,4,백색,659,피부 및 발 모두 검은색,2022-06-08,2022-05-09,22-4-106,2022-05-07,닭,1.46kg
1822,4,5년령(추정),40974,2,22-3-124.jpg,202208/20220824105339477.jpg,탄방동 1251 인근,2,3,회백색,3086,부정교합(언더) & 털엉킴 매우심함 & 복부 양측 대칭성탈모 & 양측 외이염 & 검은색 귀지 다량 & 치석심함 & 잇몸염증 & 구취 & 심잡음 & 파보음성(5/9) & 파보음성(5/28) & 파보음성(6/11),2022-09-12,2022-05-09,22-3-124,2022-05-07,페르시안,4.64kg
1823,7,2년령(추정),40973,1,22-1-106.jpg,202205/20220509045248403.jpg,정동 주향교회 인근,1,1,황백색,929,*동물등록 입소개체(입양불가)* 칩존재 & 목줄착용 & 부정교합(언더) & 우측 외이도 상처 및 딱지 & 꼬리 단미 됨 & 홍역음성(5/9) & 파보음성(5/9) & 코로나음성(5/9) & 수양성설사(6/8) & 파보음성(6/8) & 코로나음성(6/8) & 생리중(7/25),2022-08-05,2022-05-09,22-1-106,2022-05-08,믹스,14.7kg
1824,7,1년령(추정),40972,1,22-1-105.jpg,202205/20220507041836091.jpg,충정로 115-19 인근,2,1,황색,3,현장반환,2022-05-07,2022-05-07,22-1-105,2022-05-07,진도,16kg(추정)
1825,7,7년령(추정),40971,1,22-1-104.jpg,202205/20220508015131966.jpg,중앙시장 인근,1,1,황백색,414,옷착용 & 반도착용 & 양안 수정체 백탁 & 치석심함 & 잇몸발적 & 외이도 발적 및 부종 & 양측 슬개골 탈구 & 지간 핥음 착색 & 좌측 전지 내측 종괴 & 홍역음성(5/8) & 파보음성(5/8) & 코로나음성(5/8),2022-05-11,2022-05-07,22-1-104,2022-05-07,믹스,4.5kg
1826,7,6개월령(추정),40970,1,22-1-102.jpg,202205/20220507040813651.jpg,태전로183번길 33 인근,1,1,황색,5,현장반환,2022-05-07,2022-05-07,22-1-102,2022-05-06,라이카,10kg(추정)
1827,7,2년령(추정),40969,1,22-1-101.jpg,202205/20220507040739882.jpg,태전로183번길 33 인근,2,1,갈색,5,현장반환,2022-05-07,2022-05-07,22-1-101,2022-05-06,페터데일테일러,5kg(추정)
1828,7,17년령(추정),40968,1,22-4-105.jpg,202205/20220506033354380.jpg,전민동 세종아파트 주변,2,4,황색,33,옷착용 & 안구백탁 & 매우마름 & 양안백내장심함-시력소실 & 안구반사없음 & 치석심함 & 치아다수소실 & 심장잡음 & 홍역음성(5/6) & 파보음성(5/6) & 코로나음성(5/6),2022-05-06,2022-05-06,22-4-105,2022-05-06,푸들,4kg(추정)
1829,4,3년령(추정),40967,1,22-2-098.jpg,202205/20220506024217182.jpg,석교동 석교천 주변,2,2,황백색,1776,중성수 & 등주변탈모 & 과체중 & 등부위일부각질 & 피부염흔적 & 모질재생더딤 & 홍역음성(5/6) & 파보음성(5/6) & 코로나음성(5/6),2022-05-27,2022-05-06,22-2-098,2022-05-05,포메라이언,7.5kg
1830,5,2일령(추정),40966,2,22-5-088.jpg,202205/20220506101545803.jpg,송촌남로45번길 32 주변,1,5,회백색,3,박스채발견 & 폐사체인계,2022-05-06,2022-05-06,22-5-088,2022-05-05,코리안숏헤어,0.15kg(추정)
1831,5,2일령(추정),40965,2,22-5-087.jpg,202205/20220506024139618.jpg,송촌남로45번길 32 주변,1,5,회백색,129,박스채발견 & 탯줄달고있음,2022-05-07,2022-05-06,22-5-087,2022-05-05,코리안숏헤어,0.06kg
1832,6,3년령(추정),40964,1,22-5-086.jpg,202207/20220712040649331.jpg,읍내동 회덕파출소 주변,2,5,황색,1054,목줄 및 리드줄 착용 & 꼬리등부위탈모 & 피부염 & 전체피부각질 & 진드기관찰 & 홍역음성(5/6) & 파보음성(5/6) & 코로나음성(5/6) & 좌측안면부 상처흔적(5/18) & 식욕저하(5/18) & 파보음성(8/25) & 코로나음성(8/25),2022-09-30,2022-05-06,22-5-086,2022-05-06,진도,23kg
1833,7,4년령(추정),40963,1,22-5-085.jpg,202205/20220506024156413.jpg,송촌동 동춘당공원 주변,1,5,백색,613,경계심 & 미용흔적 & 양안공결막충혈 & 눈곱 & 좌측외이도발적 & 배꼽탈장 & 홍역음성(5/6) & 파보음성(5/6) & 코로나음성(5/6) & 좌측 귀 상처(5/9),2022-05-17,2022-05-05,22-5-085,2022-05-04,말티즈,5.9kg
1834,7,1년령(추정),40962,1,22-1-100.jpg,202205/20220505045941491.jpg,대성동 185 인근,1,1,백색,112,옷착용 & 목줄착용 & 옷착용 & 진드기 & 등및둔부탈모흔적 & 미용 & 양측슬개골탈구 & 홍역음성(5/5) & 파보음성(5/5) & 코로나음성(5/5),2022-05-06,2022-05-05,22-1-100,2022-05-04,믹스,3.5kg
1835,4,3년령(추정),40961,2,22-3-123.jpg,202205/20220505045922120.jpg,복수동 삼익목화@ 인근,2,3,백색,1440,중성수(추정) & 양측외이염-왁스양귀지다량 & 발적 & 많이야윔 & 양안화농성눈곱 & 안검부종 & 잇몸발적 & 파보음성(5/5) & 좌측하안검부종(5/13) & 외이염(5/21) & 안검부종호전(5/21) & 파보음성(5/28) & 파보음성(6/3) & 외이염(6/3),2022-07-10,2022-05-05,22-3-123,2022-05-04,페르시안,3kg
1836,4,70일령(추정),40960,1,22-4-104.jpg,202207/20220715031140763.jpg,신동 664-4번지 주변,2,4,황색,3356,부정교합(약간언더) & 고환하강전 & 모두유치 & 홍역음성(5/4) & 파보음성(5/4) & 코로나음성(5/4) & 연변(5/13) & 파보음성(6/11) &코로나음성(6/11) & 연변(6/11) & 파보음성(6/19) & 코로나음성(6/19) & 설사(6/20),2022-07-26,2022-05-04,22-4-104,2022-05-04,믹스,5.4kg
1837,7,6년령(추정),40959,1,22-2-097.jpg,202205/20220504025411199.jpg,태평동 삼부@1단지 2동 주변,2,2,백색,24,칩존재 & 옷착용 & 미용,2022-05-04,2022-05-04,22-2-097,2022-05-03,푸들,4kg(추정)
1838,7,3년령(추정),40958,1,22-3-122.jpg,202205/20220505031303323.jpg,둔산북로 121 인근,1,3,백색,1225,신고자입양희망 & 좌측외이도갈색왁스양귀지 & 발적 & 눈물자국착색 & 지간핥음착색 & 양측슬개골탈구 & 치석약간 & 홍역음성(5/5) & 파보음성(5/5) & 코로나음성(5/5),2022-05-13,2022-05-03,22-3-122,2022-05-03,푸들,3.4kg
1839,7,5년령(추정),40957,1,22-3-121.jpg,202205/20220504030342480.jpg,내동 맑은아침@ 인근,2,3,백색,1191,목줄 및 리드줄 착용 & 분홍옷착용 & 치석있음 & 전신 다발성 피부염증 & 각질 & 딱지 & 진드기 관찰 & 좌측후지 무릎관절 운동성 소실 & 좌측 대퇴골 골절 수술흔적 & 골반골절 & 우측 대퇴골 탈구 & 우측 후지 슬개골 탈구 & 홍역음성(5/4) & 파보음성(5/4) & 코로나음성(5/4) & 연변(5/13) & 기침심함(5/16) & 홍역음성(5/16) & 파보음성(5/16) & 코로나음성(5/16) & 심장사상충음성(5/16) & 기침호전(5/29),2022-06-03,2022-05-03,22-3-121,2022-05-02,믹스,4.5kg
1840,5,10개월령(추정),40956,2,22-4-103.jpg,202205/20220503035045802.jpg,상대동 374-16번지 주변,1,4,삼색,338,교통사고 & 후지파행 & 요추 완전골절 & 후지통증반사소실 & 항문괄약근 조절안됨 & 북부팽대 & 임신 & 파보음성(5/3) & 사산(5/9),2022-05-11,2022-05-03,22-4-103,2022-05-03,코리안숏헤어,2.6kg
1841,5,20일령(추정),40955,2,22-5-084.jpg,202205/20220503035120797.jpg,오정동 468-20번지 주변,1,5,흑백색,262,박스채발견 & 송곳니나오기전 & 좌안화농성눈곱 & 안구기형추정 & 화농성콧물 & 파보음성(5/3) & 식욕저하(5/4) & 활력저하(5/4),2022-05-09,2022-05-03,22-5-084,2022-05-03,코리안숏헤어,0.23kg
1842,5,20일령(추정),40954,2,22-5-083.jpg,202205/20220503035104908.jpg,오정동 468-20번지 주변,2,5,회백색,223,박스채발견 & 양안화농성눈곱심함 & 결막부종 & 화농성콧물 & 어금니나오기전 & 파보음성(5/3) & 식욕저하(5/4) & 활력저하(5/4),2022-05-07,2022-05-03,22-5-083,2022-05-03,코리안숏헤어,0.28kg
1843,5,2일령(추정),40953,1,22-4-102.jpg,202205/20220503024049006.jpg,덕명동 24-1번지 주변,1,4,황백색,175,동시구조 & 눈뜨기전,2022-05-04,2022-05-03,22-4-102,2022-05-02,믹스,0.15kg
1844,4,2일령(추정),40952,1,22-4-101.jpg,202205/20220503024033277.jpg,덕명동 24-1번지 주변,2,4,백색,1054,동시구조 & 눈뜨기전,2022-05-16,2022-05-03,22-4-101,2022-05-02,믹스,0.21kg
1845,4,2일령(추정),40951,1,22-4-100.jpg,202205/20220517114035004.jpg,덕명동 24-1번지 주변,2,4,흑황색,1446,동시구조 & 눈뜨기전 & 회충증(5/24) & 회충증호전(5/26) & 회충증(5/28) & 회충증 호전(5/30),2022-06-03,2022-05-03,22-4-100,2022-05-02,믹스,0.83kg
1846,5,2일령(추정),40950,1,22-4-099.jpg,202205/20220503094744954.jpg,덕명동 24-1번지 주변,2,4,백색,13,동시구조,2022-05-03,2022-05-03,22-4-099,2022-05-02,믹스,0.25kg(추정)
1847,7,4년령(추정),40949,1,22-5-082.jpg,202205/20220503024110578.jpg,연축동 140번지 주변,1,5,황백색,404,유선발달 & 유즙분비 & 홍역음성(5/3) & 파보음성(5/3) & 코로나음성(5/3),2022-09-03,2022-05-02,22-5-082,2022-05-02,아이리시 세터,20kg
1848,4,1년령(추정),40948,3,22-3-110.jpg,202205/20220502123022410.jpg,구봉마을 5단지 인근,2,3,회녹색,118,*cites 종으로 입양불가* & 국립생태원 기증,2022-05-03,2022-05-02,22-3-110,2022-04-20,그린칙코뉴어앵무,0.05kg(추정)
1849,7,3년령(추정),40947,1,22-3-120.jpg,202205/20220502113502578.jpg,갈마공원 인근,2,3,흑황색,7,칩존재 & 현장반환,2022-05-02,2022-05-02,22-3-120,2022-04-30,믹스,10kg(추정)
1850,7,2년령(추정),40946,1,22-2-096.jpg,202205/20220502113414356.jpg,대흥동 대흥4거리 주변,2,2,백색,48,목줄 및 리드줄 착용 & 미용,2022-05-02,2022-05-02,22-2-096,2022-05-01,스피츠,5kg(추정)
1851,5,3주령(추정),40945,2,22-2-095.jpg,202205/20220502023033248.jpg,돌다리로46번길 19 삼화주택 6동 주변,1,2,흑백색,602,유치 견치 맹출 & 파보음성(5/2) & 식욕소실(5/12) & 활력소실(5/12) & 안검부종(5/12) & 화농성눈곱(5/12) & 상태불량(5/12),2022-05-12,2022-05-02,22-2-095,2022-05-01,코리안숏헤어,0.238kg
1852,5,3주령(추정),40944,2,22-2-094.jpg,202205/20220502023213352.jpg,돌다리로46번길 19 삼화주택 6동 주변,2,2,흑백색,626,유치 견치 맹출 & 화농성콧물 & 설사흔적 & 꼬리 끝 짧고 꺾임 & 파보음성(5/2) & 식욕저하(5/9) & 화농성눈곱(5/9) & 화농성눈곱(5/12) & 상태불량(5/14),2022-05-15,2022-05-02,22-2-094,2022-05-01,코리안숏헤어,0.334kg
1853,4,3주령(추정),40943,2,22-2-093.jpg,202205/20220502023341545.jpg,돌다리로46번길 19 삼화주택 6동 주변,2,2,회백색,763,유치 절치만 돋음 & 견치 맹출 전 & 파보음성(5/2) & 화농성눈곱(5/12),2022-05-14,2022-05-02,22-2-093,2022-05-01,코리안숏헤어,0.343kg
1854,7,16년령(추정),40942,1,22-5-081.jpg,202205/20220501105738185.jpg,대덕대로1417번길 11 주변,2,5,회백색,2,칩존재 & 반도착용,2022-05-01,2022-05-01,22-5-081,2022-05-01,슈나우져,5kg(추정)
1855,5,2주령(추정),40941,2,22-5-080.jpg,202205/20220501020548620.jpg,비래동 130-3번지 주변,2,5,회백색,414,꼬리 끝 짧고 꺾임 & 유치 견치 맹출 전 & 양측 외이도 지저분 & 설사흔적 & 파보음성(5/1),2022-05-08,2022-05-01,22-5-080,2022-04-29,코리안숏헤어,0..237kg
1856,4,3주령(추정),40940,3,22-2-092.jpg,202205/20220501020913916.jpg,선화동 삼성생명빌딩 주변,1,2,백색,315,좌측 날개 내측 심한 상처 & 긍.허리쪽 털빠짐 및 상처 & 임시보호 & 임시보호자 입양예정,2022-05-13,2022-05-01,22-2-092,2022-04-30,닭,0.196kg
1857,5,1개월령(추정),40939,2,22-2-091.jpg,202205/20220501020734676.jpg,선화동 190-18번지 주변,2,2,흑백색,232,양안 화농성눈곱 & 양측 외이염 & 귀진드기 & 많이마름 & 유치 전구치 맹출 & 파보음성(5/1) & 식욕저하(5/4) & 활력저하(5/4),2022-05-08,2022-05-01,22-2-091,2022-04-30,코리안숏헤어,0.31kg
1858,4,1년령(추정),40938,3,22-2-090.jpg,202205/20220501021023698.jpg,충무로6번길 28주변,2,2,회황백색,372,임시보호 & 임시보호자 입양예정,2022-05-13,2022-05-01,22-2-090,2022-04-30,왕관앵무,0.1kg
1859,4,10일령(추정),40937,2,22-4-098.jpg,202205/20220501105412050.jpg,계산동 학의뜰@ 108동 주변,1,4,황백색,520,신고자입양희망 & 임시보호,2022-05-13,2022-05-01,22-4-098,2022-04-30,코리안숏헤어,0.15kg(추정)
1860,7,3년령(추정),40936,1,22-3-119.jpg,202204/20220430023312921.jpg,가수원 수미초 인근,2,3,백색,83,리드줄 착용 & 목둘레 탈모 & 홍역음성(4/30) & 파보음성(4/30) & 코로나음성(4/30),2022-05-01,2022-04-30,22-3-119,2022-04-30,믹스,11.1kg
1861,7,2년령(추정),40935,1,22-5-079.jpg,202204/20220429031944411.jpg,덕암동 42-8번지 주변,2,5,삼색,151,,2022-04-30,2022-04-29,22-5-079,2022-04-29,믹스,5kg(추정)
1862,5,4일령(추정),40934,2,22-1-099.jpg,202204/20220429043415961.jpg,낭월동 사호 어린이집 인근,1,1,회백색,250,박스채발견 & 사지발가락부종 & 발톱빠짐 & 부러짐-화상의심 & 눈뜨기전,2022-05-02,2022-04-29,22-1-099,2022-04-29,코리안숏헤어,0.079kg
1863,5,4일령(추정),40933,2,22-1-098.jpg,202204/20220429043254953.jpg,낭월동 사호 어린이집 인근,2,1,황백색,270,박스채발견 & 꼬리꺾임 & 사지발가락부종 & 발톱부러짐 & 빠짐-화상의심 & 눈뜨기전,2022-05-04,2022-04-29,22-1-098,2022-04-29,코리안숏헤어,0.084kg
1864,5,4일령(추정),40932,2,22-1-097.jpg,202204/20220429043148753.jpg,낭월동 사호 어린이집 인근,2,1,황백색,342,박스채발견 & 눈뜨기전,2022-05-06,2022-04-29,22-1-097,2022-04-29,코리안숏헤어,0.12kg
1865,5,4일령(추정),40931,2,22-1-096.jpg,202204/20220429043054818.jpg,낭월동 사호 어린이집 인근,2,1,황백색,164,박스채발견 & 탯줄떨어지기전 & 눈뜨기전,2022-05-02,2022-04-29,22-1-096,2022-04-29,코리안숏헤어,0.104kg
1866,7,2년령(추정),40930,2,22-1-095.jpg,202204/20220429043000758.jpg,홍도동 재능나라 어린이집 인근,2,1,흑황색,148,꼬리끝꺾임 & 좌측외이도지저분 & 좌측귀끝상처 & 딱지 & 치은염 & 파보음성(4/29),2022-04-30,2022-04-29,22-1-095,2022-04-28,샴,3.29kg
1867,7,1년령(추정),40929,1,22-1-094.jpg,202204/20220429013957662.jpg,용운동 사회복지관 인근,2,1,황백색,2,현장반환,2022-04-29,2022-04-29,22-1-094,2022-04-28,포메라이언,4kg(추정)
1868,7,1년령(추정),40928,1,22-2-089.jpg,202204/20220428054620154.jpg,서문로 32 & 한밭우성@ 관리사무소 주변,2,2,황색,4,,2022-04-28,2022-04-28,22-2-089,2022-04-28,푸들,3kg(추정)
1869,7,8년령(추정),40927,1,22-3-118.jpg,202204/20220427032752473.jpg,둔산동 문정어린이공원 인근,1,3,흑색,2,현장반환,2022-04-27,2022-04-27,22-3-118,2022-04-27,믹스,5kg(추정)
1870,7,8년령(추정),40926,1,22-3-117.jpg,202204/20220427032333213.jpg,둔산동 1938 인근,1,3,황색,7,현장반환,2022-04-27,2022-04-27,22-3-117,2022-04-27,닥스훈트,4kg(추정)
1871,7,3년령(추정),40925,1,22-3-116.jpg,202204/20220427032252712.jpg,시청역 사거리 인근,1,3,황색,18,,2022-04-27,2022-04-27,22-3-116,2022-04-27,푸들,4.5kg(추정)
1872,7,7년령(추정),40924,1,22-3-115.jpg,202204/20220427031923088.jpg,관저동 1135 인근,2,3,백색,3,현장반환,2022-04-27,2022-04-27,22-3-115,2022-04-26,말티즈,4kg(추정)
1873,7,15년령(추정),40923,1,22-1-093.jpg,202204/20220427034616973.jpg,용전동 220 인근,2,1,백색,79,*동물등록입소개체(입양불가)*칩존재 & 양안안구백탁 & 좌안눈곱 & 콧잔등상처다수 & 우측전지상처 & 좌측후지파행 & 홍역음성(4/27) & 파보음성(4/27) & 코로나음성(4/27),2022-04-27,2022-04-27,22-1-093,2022-04-27,풍산,29kg
1874,4,2년령(추정),40922,1,22-2-088.jpg,202204/20220427034140282.jpg,산성동 당대그린공원 주변,1,2,흑황색,2438,*동물등록입소개체(입양불가)* 칩존재 & 목줄착용 & 양측슬개골탈구 & 외음부부종(발정출혈중) & 털갈이중 & 전신각질 & 홍역음성(4/27) & 파보음성(4/27) & 코로나음성(4/27),2022-06-17,2022-04-27,22-2-088,2022-04-26,시바,6.3kg
1875,7,4년령(추정),40921,1,22-4-097.jpg,202204/20220427040801605.jpg,상대동 453-4번지 주변,1,4,황백색,226,*동물등록입소개체(입양불가)* 칩존재 & 약간비만형 & 치석약간 & 홍역음성(4/27) & 파보음성(4/27) & 코로나음성(4/27),2022-04-28,2022-04-27,22-4-097,2022-04-26,웰시코기,13.6kg
1876,4,3년령(추정),40920,2,22-4-096.jpg,202302/20230210105728815.jpg,구암동 449-3번지 주변,2,4,황백색,4023,중성화 수(5/12) & 목부분 상처 & 전신진드기다수 & 양축귀진드기 & 외이염 & 볼쪽깊은상처 & 육아종 & 상악앞니소실 & 상악양측견치파절 & 파보음성(4/26) & 육아종호전(5/18) & 파보음성(5/28) & 파보음성(6/3) & 콧등상처(6/17) & 콧등상처호전(7/3) & 흉부상처(7/3) & 흉부상처 호전(8/25),2023-03-14,2022-04-26,22-4-096,2022-04-26,페르시안 믹스,6.7kg
1877,6,3년령(추정),40919,1,22-3-114.jpg,202209/20220916012556672.jpg,내금곡길 234 인근,1,3,흑황색,1667,좌측후지파행 & 유즙분비 & 진드기다수발견 & 홍역음성(4/27) & 파보음성(4/27) & 코로나음성(4/27) & 후지파행호전(5/4) & 좌측전지엄지발톱빠짐(5/26) & 파보음성(8/25) & 코로나음성(8/25) & 심장사상충양성(8/30),2022-10-22,2022-04-26,22-3-114,2022-04-26,진도,15.9kg
1878,4,4년령(추정),40918,1,22-3-113.jpg,202209/20220916012526151.jpg,갑천역 인근,1,3,흑황색,4056,*동물등록입소개체* 칩존재 & 양측외이염(발적 및 부종 & 왁스양귀지다량) & 미용된상태 & 털엉킴 & 치석 & 양측슬개골탈구 & 홍역음성(4/27) & 파보음성(4/27) & 파보음성(7/25) & 코로나음성(7/25) & 파보음성(7/28) & 코로나음성(7/28) & 심장사상충음성(8/30),2022-09-22,2022-04-26,22-3-113,2022-04-26,믹스,8.5kg
1879,6,3년령(추정),40917,1,22-1-092.jpg,202204/20220427040142061.jpg,신상동 201-1 인근,2,1,황백색,257,좌측견갑부상처 & 출혈 & 파란색목줄착용 & 전신진드기다수 & 우측슬관절내측 낭성덩어리-혈액성농성물질 다량배출 & 양측슬개골탈구 & 홍역음성(4/27) & 파보음성(4/27) & 코로나음성(4/27) & 견갑부상처염증(4/28) & 우측슬관절 낭성덩어리 호전(5/4) & 타개체공격성(5/24),2022-05-25,2022-04-26,22-1-092,2022-04-26,믹스,7.97kg
1880,5,3일령(추정),40916,2,22-5-078.jpg,202204/20220427041122046.jpg,미호동 297-2번지 주변,1,5,삼색,435,탯줄흔적 & 눈뜨기전,2022-05-02,2022-04-26,22-5-078,2022-04-26,코리안숏헤어,0.084kg
1881,7,1년령(추정),40915,1,22-2-087.jpg,202204/20220426050901675.jpg,문화동 문화유치원 주변,2,2,백색,465,신고자입양희망 & 22-2-081동일개체 & 양측슬개골탈구 & 홍역음성(4/26) & 파보음성(4/26) & 코로나음성(4/26),2022-04-28,2022-04-26,22-2-087,2022-04-25,포메라이언,3.5kg
1882,6,2년령(추정),40914,1,22-1-091.jpg,202204/20220426050950764.jpg,신상동 201-1 인근,2,1,황백색,395,겁많음 & 꼬리단미됨 & 진드기다수발견 & 양안충혈-동양안충 & 홍역음성(4/26) & 파보음성(4/26) & 코로나음성(4/26) & 충혈 및 안충호전(5/4) & 타개체공격성(5/24),2022-05-25,2022-04-26,22-1-091,2022-04-25,믹스,9.1kg
1883,4,4개월령(추정),40912,1,22-5-077.jpg,202204/20220426050917715.jpg,법1동 주공아파트 306동 주변,1,5,황색,2352,신고자입양희망 & 목줄착용 & 양측외이염-발적 및 부종 & 갈색왁스양귀지다량 & 앞니이갈이중 & 양측슬개골탈구 & 홍역음성(4/26) & 파보음성(4/26) & 코로나음성(4/26),2022-05-08,2022-04-25,22-5-077,2022-04-25,푸들,2kg
1884,5,2일령(추정),40911,2,22-5-076.jpg,202204/20220426050933763.jpg,비래동 문화회관 주변,1,5,흑백색,349,많이마름 & 탯줄달린상태,2022-04-28,2022-04-25,22-5-076,2022-04-24,코리안숏헤어,0.081kg
1885,7,1년령(추정),40910,1,22-2-086.jpg,202206/20220602030327451.jpg,오류동 태평지하차도 주변,1,2,회백색,113,칩존재 & 홍역음성(4/26) & 파보음성(4/26) & 코로나음성(4/26),2022-06-02,2022-04-25,22-2-086,2022-04-25,허스키,21.5kg
